Discussion_ID,Comment_ID,Author,Category,Markup_Body,Body,Created At,Last Edited At
D_kwDOJA-LVs4AUk6p,,dodyg,Announcements,"- Update Visual Studio to the latest version
- Created https://github.com/silverkeytech/summer-2023/discussions/77
- Created https://github.com/silverkeytech/summer-2023/discussions/78
- Created https://github.com/silverkeytech/summer-2023/discussions/79
- You can skim https://www.learnrazorpages.com/ to see topics that you are missing on Razor Pages 


![image](https://github.com/silverkeytech/summer-2023/assets/1761249/03c51d2b-f728-406f-b91a-d1b78141fddb)

Mozilla has a lot of documentation and guides for the fundamentals of Web Development 

- Join the #ask-hub channel on silverkey.slack.com if you are stuck. 

## HTTP is a stateless protocol

This movie explains it best what it means to be stateless 
https://youtu.be/Q_2AbjYeSMI
","Update Visual Studio to the latest version
Created #77
Created #78
Created #79
You can skim https://www.learnrazorpages.com/ to see topics that you are missing on Razor Pages


Mozilla has a lot of documentation and guides for the fundamentals of Web Development

Join the #ask-hub channel on silverkey.slack.com if you are stuck.

HTTP is a stateless protocol
This movie explains it best what it means to be stateless
https://youtu.be/Q_2AbjYeSMI",2023-07-12T07:29:35Z,2023-07-12T12:48:42Z
D_kwDOJA-LVs4AUk6p,DC_kwDOJA-LVs4AYh2V,yehiatarek63,Announcements,"- Refactored some code in assignment 5
- Finished assignment 6 and 7
### To be done:

- Read up on HTMX and do assignment 8
- Continue with PenPot designs","Refactored some code in assignment 5
Finished assignment 6 and 7

To be done:

Read up on HTMX and do assignment 8
Continue with PenPot designs",2023-07-12T17:34:21Z,
D_kwDOJA-LVs4AUk6p,DC_kwDOJA-LVs4AYh6p,MillaniaSameh,Announcements,"- Fixed some issues in assignment 5 and refactored the code.
- Finished assignment 6.
- Finished assignment 7.","Fixed some issues in assignment 5 and refactored the code.
Finished assignment 6.
Finished assignment 7.",2023-07-12T18:11:40Z,
D_kwDOJA-LVs4AUk6p,DC_kwDOJA-LVs4AYiMf,salma-ahmed9,Announcements,"- Finished assignment 5
- Finished assignment 6
- Finished assignment 7
### **To be Done**

- Start working on assignment 8
- meet with my teammate to discuss and edit our problem statement for the project","Finished assignment 5
Finished assignment 6
Finished assignment 7

To be Done

Start working on assignment 8
meet with my teammate to discuss and edit our problem statement for the project",2023-07-12T20:50:39Z,2023-07-12T21:09:19Z
D_kwDOJA-LVs4AUk6p,DC_kwDOJA-LVs4AYid3,alaaelsanteel,Announcements,"* almost finished assignment 5.
* done a meeting with @dodyg for the project.
* updated some of the project requirements.","almost finished assignment 5.
done a meeting with @dodyg for the project.
updated some of the project requirements.",2023-07-13T00:37:03Z,
D_kwDOJA-LVs4AUk6p,DC_kwDOJA-LVs4AYijz,yasmin-hashem24,Announcements,"# Wednesday 2023/07/12

## Done 👍 : 

- struggled my way till the end of assignment 5
## ToBeDone 👎 : 
- assignment 6,7,8 ","Wednesday 2023/07/12
Done 👍 :

struggled my way till the end of assignment 5

ToBeDone 👎 :

assignment 6,7,8",2023-07-13T01:53:22Z,
D_kwDOJA-LVs4AUk6p,DC_kwDOJA-LVs4AYiwM,CurtisLee-14,Announcements,"Wednesday 2023/07/12

- Met with dody regarding project.
- Worked on assignments","Wednesday 2023/07/12

Met with dody regarding project.
Worked on assignments",2023-07-13T04:32:30Z,
D_kwDOJA-LVs4AUk6p,DC_kwDOJA-LVs4AYi5M,YoussefDarwishh,Announcements,"- Finished Assignment 5
- Read the documents for the other assignments","Finished Assignment 5
Read the documents for the other assignments",2023-07-13T06:04:54Z,
D_kwDOJA-LVs4AUk6p,DC_kwDOJA-LVs4AYjEV,Omnya-Ellethy,Announcements,"- worked on assignment 5
- prepared for meeting with dody and met with him regarding the project","worked on assignment 5
prepared for meeting with dody and met with him regarding the project",2023-07-13T07:31:37Z,
D_kwDOJA-LVs4AUk6p,DC_kwDOJA-LVs4AYjY5,MariamEssam553,Announcements,- Still struggling with assignment 5,Still struggling with assignment 5,2023-07-13T09:33:20Z,
D_kwDOJA-LVs4AUk6p,DC_kwDOJA-LVs4AYjgJ,nourhanhelmy1,Announcements,"### Done
- Finished assignment 5

### **To be Done**
- Finish assignment 6,7,8
- meet with my teammate to discuss and edit our problem statement for the project","Done

Finished assignment 5

To be Done

Finish assignment 6,7,8
meet with my teammate to discuss and edit our problem statement for the project",2023-07-13T10:18:32Z,
D_kwDOJA-LVs4AUk6p,DC_kwDOJA-LVs4AYkGt,merhanhesham,Announcements,"- Working on assignment 5
- had a meeting my my teammate to update our requirements.
- Had a meeting with dody for the project.","Working on assignment 5
had a meeting my my teammate to update our requirements.
Had a meeting with dody for the project.",2023-07-13T13:28:41Z,
D_kwDOJA-LVs4AUk6p,DC_kwDOJA-LVs4AYkw5,Rofaydaaa,Announcements,- Working on assignment 5,Working on assignment 5,2023-07-13T17:55:57Z,
D_kwDOJA-LVs4AUjB-,,dodyg,Announcements,"- https://github.com/silverkeytech/shelter/issues/1
- https://github.com/silverkeytech/travel-planner/issues/1

Don't copy and paste useless method

![image](https://github.com/silverkeytech/summer-2023/assets/1761249/eea98f5c-f724-43ae-883f-a01a6b474f54)

This method absolutely add no value. The whole thin can just work with ` await httpClient.GetAsync(url);` directly without it being wrapped by another method.

---
Folks we are not day one of this internship. How long will it take for you to stop violating the very basic C# code convention? 

![image](https://github.com/silverkeytech/summer-2023/assets/1761249/efe663ea-af70-4043-9321-2536459a24c5)
---

## If you want to be able to write a good requirement

You need to understand the problem that the software is supposed to solve. For that, write down in details all the facets of the problems. Don't just come with features to address ""unwritten problems'. ","silverkeytech/shelter#1
silverkeytech/travel-planner#1

Don't copy and paste useless method

This method absolutely add no value. The whole thin can just work with  await httpClient.GetAsync(url); directly without it being wrapped by another method.

Folks we are not day one of this internship. How long will it take for you to stop violating the very basic C# code convention?

If you want to be able to write a good requirement
You need to understand the problem that the software is supposed to solve. For that, write down in details all the facets of the problems. Don't just come with features to address ""unwritten problems'.",2023-07-10T06:54:12Z,2023-07-10T11:55:59Z
D_kwDOJA-LVs4AUjB-,DC_kwDOJA-LVs4AYcOI,Mahy02,Announcements,"# Monday: 2023/07/10


## Done:

-  Watched some videos of RASA playlist
- understood Entities, Intents, Rules, Stories, and how to get training data

- saw some more videos on Mojo","Monday: 2023/07/10
Done:


Watched some videos of RASA playlist


understood Entities, Intents, Rules, Stories, and how to get training data


saw some more videos on Mojo",2023-07-10T17:08:04Z,2023-07-10T20:42:35Z
D_kwDOJA-LVs4AUjB-,DC_kwDOJA-LVs4AYcVl,MillaniaSameh,Announcements,"### Done
- Started assignment 5.
- Struggled with the cookies (the data corrupted when fetching it) but I figured it out.

### Backlog
- Finish assignment 5.
- Work on the projects (gather more data, design a simple UI).","Done

Started assignment 5.
Struggled with the cookies (the data corrupted when fetching it) but I figured it out.

Backlog

Finish assignment 5.
Work on the projects (gather more data, design a simple UI).",2023-07-10T18:05:23Z,2023-07-10T18:05:45Z
D_kwDOJA-LVs4AUjB-,DC_kwDOJA-LVs4AYczD,SandraHany,Announcements,- Started assignment five.,Started assignment five.,2023-07-10T20:41:41Z,
D_kwDOJA-LVs4AUjB-,DC_kwDOJA-LVs4AYc0Q,alaaelsanteel,Announcements,"* started assignment 5.
*  read the common mistakes and the links that was provided.","started assignment 5.
read the common mistakes and the links that was provided.",2023-07-10T20:53:28Z,
D_kwDOJA-LVs4AUjB-,DC_kwDOJA-LVs4AYc3G,YoussefDarwishh,Announcements,"- I've started working on Assignment 5, but I'm facing some issues with the implementation. I'll continue tomorrow and hopefully finish it by then.","I've started working on Assignment 5, but I'm facing some issues with the implementation. I'll continue tomorrow and hopefully finish it by then.",2023-07-10T21:25:37Z,
D_kwDOJA-LVs4AUjB-,DC_kwDOJA-LVs4AYc3d,salma-ahmed9,Announcements,- continued worked on Initial design of the project on penpot,continued worked on Initial design of the project on penpot,2023-07-10T21:29:45Z,
D_kwDOJA-LVs4AUjB-,DC_kwDOJA-LVs4AYc3i,yehiatarek63,Announcements,- Started Assignment 5 (Added the star functionality and will finish the unstar functionality code tomorrow and will try to see if I can refactor and rewrite some parts to make it better),Started Assignment 5 (Added the star functionality and will finish the unstar functionality code tomorrow and will try to see if I can refactor and rewrite some parts to make it better),2023-07-10T21:31:05Z,
D_kwDOJA-LVs4AUjB-,DC_kwDOJA-LVs4AYdAS,nourhanhelmy1,Announcements,"* Started Assignment 5
* Updated the [Wiki](https://github.com/silverkeytech/house-care/wiki) of the [HouseCare](https://github.com/silverkeytech/house-care) project with the problem that the software is supposed to solve.","Started Assignment 5
Updated the Wiki of the HouseCare project with the problem that the software is supposed to solve.",2023-07-10T23:34:40Z,
D_kwDOJA-LVs4AUjB-,DC_kwDOJA-LVs4AYdHW,Omnya-Ellethy,Announcements,"- searched about types of cache
- reviewed feedbacks on assignment 4 & edited it I will push it with assignment 5
- started assignment 5
  - I added button to redirect to favorite feeds and favorite button(star) with their functionalities 
  - I have a problem with cookies and favorite button functionality trying to figure it out
  - searched about cookies, its types and how it works
","searched about types of cache
reviewed feedbacks on assignment 4 & edited it I will push it with assignment 5
started assignment 5

I added button to redirect to favorite feeds and favorite button(star) with their functionalities
I have a problem with cookies and favorite button functionality trying to figure it out
searched about cookies, its types and how it works",2023-07-11T01:12:41Z,
D_kwDOJA-LVs4AUjB-,DC_kwDOJA-LVs4AYdPJ,CurtisLee-14,Announcements,"2023-07-10

-Worked on Assignment 5
-Preparing for meeting with dody on wednesday ","2023-07-10
-Worked on Assignment 5
-Preparing for meeting with dody on wednesday",2023-07-11T02:44:47Z,
D_kwDOJA-LVs4AUjB-,DC_kwDOJA-LVs4AYef2,MariamEssam553,Announcements,"- Had a meeting with dody to discuss the project
- Started reading on how to use cookies","Had a meeting with dody to discuss the project
Started reading on how to use cookies",2023-07-11T13:15:22Z,
D_kwDOJA-LVs4AUjB-,DC_kwDOJA-LVs4AYg_s,Marwan-9,Announcements,"## Monday - 2023/07/10
### Done ✅: 
1. Had a meeting with @dodyg to review the project.
2. Edited or project wiki to define the problem scope well [Check project's wiki](https://github.com/silverkeytech/travel-planner/wiki/Requirements) 
3. Started reading about cookies in C#

### Backlog 🗂️: 
1. Start assignment 5 ","Monday - 2023/07/10
Done ✅:

Had a meeting with @dodyg to review the project.
Edited or project wiki to define the problem scope well Check project's wiki
Started reading about cookies in C#

Backlog 🗂️:

Start assignment 5",2023-07-12T11:52:02Z,
D_kwDOJA-LVs4AUjB-,DC_kwDOJA-LVs4AYkHo,merhanhesham,Announcements,- studying and fixing issues for assignment 4.,studying and fixing issues for assignment 4.,2023-07-13T13:33:34Z,
D_kwDOJA-LVs4AUj--,,dodyg,Announcements,"* Read this to understand the fundamental of cookies https://developer.mozilla.org/en-US/docs/Web/HTTP/Cookies
* Cookies is a feature of web browser. It is not available for anywhere else. So `HttpClient` for example cannot use cookie. Your Android or iOS apps don't have access to cookies either. ","Read this to understand the fundamental of cookies https://developer.mozilla.org/en-US/docs/Web/HTTP/Cookies
Cookies is a feature of web browser. It is not available for anywhere else. So HttpClient for example cannot use cookie. Your Android or iOS apps don't have access to cookies either.",2023-07-11T06:12:15Z,
D_kwDOJA-LVs4AUj--,DC_kwDOJA-LVs4AYeGB,salma-ahmed9,Announcements,"I am having an issue in retrieving data from cookie although I checked request headers in both index.cs page and the other screen that displays favourite posts and data is sent correctly . However ,  Request.Cookies[""cookieName""] returns null","I am having an issue in retrieving data from cookie although I checked request headers in both index.cs page and the other screen that displays favourite posts and data is sent correctly . However ,  Request.Cookies[""cookieName""] returns null",2023-07-11T10:24:25Z,2023-07-11T10:24:53Z
D_kwDOJA-LVs4AUj--,DC_kwDOJA-LVs4AYfPk,MillaniaSameh,Announcements,- Done assignment 5.,Done assignment 5.,2023-07-11T18:17:37Z,2023-07-11T18:18:08Z
D_kwDOJA-LVs4AUj--,DC_kwDOJA-LVs4AYfXE,Mahy02,Announcements,"# Tuesday: 2023/07/11

## Done:

- Updated Wiki on my Slack Bot project
- Learnt about [GraphQL API](https://docs.github.com/graphql) & PyGithub library
- Was able to extract all discussions From repo ""summer-2023"" in the code

## Work:
[My Repo](https://github.com/silverkeytech/ai-slackbot)","Tuesday: 2023/07/11
Done:

Updated Wiki on my Slack Bot project
Learnt about GraphQL API & PyGithub library
Was able to extract all discussions From repo ""summer-2023"" in the code

Work:
My Repo",2023-07-11T19:26:53Z,2023-07-11T19:27:17Z
D_kwDOJA-LVs4AUj--,DC_kwDOJA-LVs4AYfpH,alaaelsanteel,Announcements,"* Almost finished assignment 5.
* Read the links that was provided today.","Almost finished assignment 5.
Read the links that was provided today.",2023-07-11T22:50:16Z,
D_kwDOJA-LVs4AUj--,DC_kwDOJA-LVs4AYfpW,SandraHany,Announcements,- Doing assignment 5 .,Doing assignment 5 .,2023-07-11T22:54:23Z,
D_kwDOJA-LVs4AUj--,DC_kwDOJA-LVs4AYfuE,nourhanhelmy1,Announcements,"* Did a meeting with @dodyg and @salma-ahmed9 regarding [HouseCare](https://github.com/silverkeytech/summer-2023/discussions) project.
* Almost finished Assignment 5 (minor edits left to do), will post it tomorrow.","Did a meeting with @dodyg and @salma-ahmed9 regarding HouseCare project.
Almost finished Assignment 5 (minor edits left to do), will post it tomorrow.",2023-07-12T00:12:26Z,
D_kwDOJA-LVs4AUj--,DC_kwDOJA-LVs4AYgFd,salma-ahmed9,Announcements,"- Did a meeting with @dodyg and @nourhanhelmy1 to discuss our project HouseCare
- Read about cookies and how to create , read and delete them
- Worked on assignment 5 ( still dealing with issues in retrieving data from cookie)","Did a meeting with @dodyg and @nourhanhelmy1 to discuss our project HouseCare
Read about cookies and how to create , read and delete them
Worked on assignment 5 ( still dealing with issues in retrieving data from cookie)",2023-07-12T05:17:58Z,
D_kwDOJA-LVs4AUj--,DC_kwDOJA-LVs4AYgM_,Omnya-Ellethy,Announcements,Working on assignment 5,Working on assignment 5,2023-07-12T06:30:47Z,
D_kwDOJA-LVs4AUj--,DC_kwDOJA-LVs4AYgZZ,yehiatarek63,Announcements,"- Finished assignment 5 (Unstar functionality and refactored some of the code)
### To be done:

- Continue working on PenPot designs
- Do modifications in assignment 5
","Finished assignment 5 (Unstar functionality and refactored some of the code)

To be done:

Continue working on PenPot designs
Do modifications in assignment 5",2023-07-12T07:50:16Z,
D_kwDOJA-LVs4AUj--,DC_kwDOJA-LVs4AYhEx,YoussefDarwishh,Announcements,Worked on assignment 5 but there are still a few issues that I'm figuring out (I can only star a single feed and there's something wrong with my toggling of button implementation that I need to take a look at) hopefully today I will have fixed them since they are not that many,Worked on assignment 5 but there are still a few issues that I'm figuring out (I can only star a single feed and there's something wrong with my toggling of button implementation that I need to take a look at) hopefully today I will have fixed them since they are not that many,2023-07-12T12:29:33Z,
D_kwDOJA-LVs4AUj--,DC_kwDOJA-LVs4AYhGF,yasmin-hashem24,Announcements,"- Fixed the edits onassignment 4
- updated the project wiki after doing a meeting with @dodyg followed by a meeting with my partner @Yumna-Hamdy 
- started assignment 5","Fixed the edits onassignment 4
updated the project wiki after doing a meeting with @dodyg followed by a meeting with my partner @Yumna-Hamdy
started assignment 5",2023-07-12T12:38:09Z,
D_kwDOJA-LVs4AUj--,DC_kwDOJA-LVs4AYhRR,MariamEssam553,Announcements,- Doing assignment 5 and understanding concepts used,Doing assignment 5 and understanding concepts used,2023-07-12T13:55:27Z,
D_kwDOJA-LVs4AUj--,DC_kwDOJA-LVs4AYkHM,merhanhesham,Announcements,"- Fixed some issues with assignment 4.
- Finished assignment 4.","Fixed some issues with assignment 4.
Finished assignment 4.",2023-07-13T13:31:01Z,
D_kwDOJA-LVs4AUjZ-,,dodyg,Announcements,"## Just review your code for these common mistakes before you mark your assignment as done. Let's not waste time.

![image](https://github.com/silverkeytech/summer-2023/assets/1761249/68883e52-24e4-4dde-b9df-5d656cbf8456)

Committing binaries to GitHub","Just review your code for these common mistakes before you mark your assignment as done. Let's not waste time.

Committing binaries to GitHub",2023-07-10T14:53:35Z,2023-07-10T15:08:05Z
D_kwDOJA-LVs4AUjZ-,DC_kwDOJA-LVs4AYb4O,dodyg,Announcements,"![image](https://github.com/silverkeytech/summer-2023/assets/1761249/ee412b0e-3c23-41b1-b86c-45604d434b9c)

Violating C# coding standard 

https://learn.microsoft.com/en-us/dotnet/csharp/fundamentals/coding-style/coding-conventions","Violating C# coding standard
https://learn.microsoft.com/en-us/dotnet/csharp/fundamentals/coding-style/coding-conventions",2023-07-10T14:54:44Z,
D_kwDOJA-LVs4AUjZ-,DC_kwDOJA-LVs4AYb4T,dodyg,Announcements,"![image](https://github.com/silverkeytech/summer-2023/assets/1761249/ecf29080-5156-4fa8-82d0-360b79dc3b66)

Meaningless names",Meaningless names,2023-07-10T14:55:12Z,
D_kwDOJA-LVs4AUjZ-,DC_kwDOJA-LVs4AYb45,dodyg,Announcements,"![image](https://github.com/silverkeytech/summer-2023/assets/1761249/adc490f6-3b6e-492f-97b4-a41bad2b205b)

Utterly useless method ",Utterly useless method,2023-07-10T14:57:30Z,
D_kwDOJA-LVs4AUjZ-,DC_kwDOJA-LVs4AYb5E,dodyg,Announcements,"![image](https://github.com/silverkeytech/summer-2023/assets/1761249/9772ac57-da92-4495-b79c-3d7440a106c1)

Not using the new file scope namespace 

https://learn.microsoft.com/en-us/dotnet/csharp/language-reference/proposals/csharp-10.0/file-scoped-namespaces","Not using the new file scope namespace
https://learn.microsoft.com/en-us/dotnet/csharp/language-reference/proposals/csharp-10.0/file-scoped-namespaces",2023-07-10T14:57:59Z,
